"V1","V2","V3"
"Sampling Amount","MaxDepth","Fault Rate"
"77","26","6.99783283706424"
"77","27","6.99783283706424"
"77","28","6.99783283706424"
"77","29","6.99783283706424"
"77","30","6.99783283706424"
"78","25","6.91583737761261"
"78","26","6.91583737761261"
"78","27","6.91583737761261"
"78","28","6.91583737761261"
"78","29","6.91583737761261"
"78","30","6.91583737761261"
"79","25","7.34224665660466"
"79","26","7.34224665660466"
"79","27","7.34224665660466"
"79","28","7.34224665660466"
"79","29","7.34224665660466"
"79","30","7.34224665660466"
"80","25","7.40584183707509"
"80","26","7.40584183707509"
"80","27","7.40584183707509"
"80","28","7.40584183707509"
"80","29","7.40584183707509"
"80","30","7.40584183707509"
"81","25","7.03762602489599"
"81","26","7.03762602489599"
"81","27","7.03762602489599"
"81","28","7.03762602489599"
"81","29","7.03762602489599"
"81","30","7.03762602489599"
"82","25","7.00757541061286"
"82","26","7.00757541061286"
"82","27","7.00757541061286"
"82","28","7.00757541061286"
"82","29","7.00757541061286"
"82","30","7.00757541061286"
"83","25","6.89816544392856"
"83","26","6.89816544392856"
"83","27","6.89816544392856"
"83","28","6.89816544392856"
"83","29","6.89816544392856"
"83","30","6.89816544392856"
"84","25","7.36193470513441"
"84","26","7.36193470513441"
"84","27","7.36193470513441"
"84","28","7.36193470513441"
"84","29","7.36193470513441"
"84","30","7.36193470513441"
"85","25","7.2149301513651"
"85","26","7.2149301513651"
"85","27","7.2149301513651"
"85","28","7.2149301513651"
"85","29","7.2149301513651"
"85","30","7.2149301513651"
"86","25","7.32917286132642"
"86","26","7.32917286132642"
"86","27","7.32917286132642"
"86","28","7.32917286132642"
"86","29","7.32917286132642"
"86","30","7.32917286132642"
"87","25","7.00576408541386"
"87","26","7.00576408541386"
"87","27","7.00576408541386"
"87","28","7.00576408541386"
"87","29","7.00576408541386"
"87","30","7.00576408541386"
"88","25","7.33842736370899"
"88","26","7.33842736370899"
"88","27","7.33842736370899"
"88","28","7.33842736370899"
"88","29","7.33842736370899"
"88","30","7.33842736370899"
"89","25","6.71749140081256"
"89","26","6.71749140081256"
"89","27","6.71749140081256"
"89","28","6.71749140081256"
"89","29","6.71749140081256"
"89","30","6.71749140081256"
"90","25","6.97267370363081"
"90","26","6.97267370363081"
"90","27","6.97267370363081"
"90","28","6.97267370363081"
"90","29","6.97267370363081"
"90","30","6.97267370363081"
"91","25","6.76943571502459"
"91","26","6.76943571502459"
"91","27","6.76943571502459"
"91","28","6.76943571502459"
"91","29","6.76943571502459"
"91","30","6.76943571502459"
"92","25","6.62507980012673"
"92","26","6.62507980012673"
"92","27","6.62507980012673"
"92","28","6.62507980012673"
"92","29","6.62507980012673"
"92","30","6.62507980012673"
"93","25","7.16669412220056"
"93","26","7.16669412220056"
"93","27","7.16669412220056"
"93","28","7.16669412220056"
"93","29","7.16669412220056"
"93","30","7.16669412220056"
"94","25","7.47732560893958"
"94","26","7.47732560893958"
"94","27","7.47732560893958"
"94","28","7.47732560893958"
"94","29","7.47732560893958"
"94","30","7.47732560893958"
"95","25","7.83425018824443"
"95","26","7.83425018824443"
"95","27","7.83425018824443"
"95","28","7.83425018824443"
"95","29","7.83425018824443"
"95","30","7.83425018824443"
