"V1","V2"
"Sampling Amount","Fault Rate"
"246","4.45232050512421"
"247","4.54985243536286"
"248","4.11321675243693"
"249","4.12979582980143"
"250","4.17181872899532"
"251","4.19343922044279"
"252","4.08217416012303"
"253","4.196407818742"
"254","4.06510077117227"
"255","4.51149782331403"
"256","4.69987724029148"
"257","4.47776241836659"
"258","4.55468378096183"
"259","4.56105515785226"
"260","4.58221962412722"
"261","4.51765829251948"
"262","4.54604758607309"
"263","4.45387321171615"
"264","4.51780609087931"
"265","4.52493592525"
"266","4.32484250662838"
"267","4.71983598408367"
"268","4.60805737273674"
"269","4.66536929849762"
"270","4.77174427570519"
"271","4.27462532655323"
"272","4.31297558294787"
"273","4.38386280138487"
"274","4.4499711906617"
"275","4.72164062728817"
"276","4.9400575868155"
"277","4.75307487030216"
"278","4.40704466955655"
"279","4.44880621278636"
"280","4.42706040919134"
"281","4.49166916493792"
"282","4.50328297086079"
"283","4.63363447992452"
"284","4.32016438363555"
"285","4.55375991352419"
"286","4.38629043971026"
"287","4.40555588829799"
"288","4.5528731303695"
"289","4.42162780464611"
"290","4.68601695652411"
"291","4.38957629404746"
"292","4.87471902042674"
"293","4.53704156582432"
"294","4.53506967952241"
"295","5.04671336460572"
"296","5.02178316498197"
"297","4.83928494134832"
"298","4.79828285576327"
"299","4.53713047545866"
"300","4.55849309755314"
"301","4.27270031441527"
"302","4.62207954350363"
"303","4.50984947111872"
"304","4.58857172124141"
"305","4.53941268055456"
"306","4.4478996167138"
"307","4.5444690248548"
"308","4.44097882458954"
"309","4.44735393642109"
"310","4.22294177923052"
"311","4.40047444612607"
"312","4.41405031748083"
"313","4.598821333179"
"314","4.48059732015464"
"315","4.6736879625689"
"316","4.71186264928898"
"317","4.68463381674528"
"318","4.5537806225724"
"319","4.63451998918009"
"320","4.70839086120375"
"321","4.59879260925509"
"322","4.66603415187281"
"323","4.57841214320499"
"324","4.73420312471592"
"325","4.66061957555373"
"326","4.70060813092532"
"327","4.62085653358098"
"328","4.6442949367806"
"329","4.4283994710988"
"330","4.57873677083888"
"331","4.58122650409534"
"332","4.68783157758509"
"333","4.38177342466584"
"334","4.43053785077488"
"335","4.60277603302639"
"336","4.69822208069347"
"337","4.67606466846403"
"338","4.68470895896728"
"339","4.70896070545386"
"340","4.54974200337203"
"341","4.62827708320469"
"342","4.47992524533859"
"343","4.4537003790817"
"344","4.22389350038511"
"345","4.30733259666474"
"346","4.31337779642661"
"347","4.29095476648964"
"348","4.31801209281858"
"349","4.25385483596131"
"350","4.32408252168529"
"351","4.30988361374515"
"352","4.16243888023632"
"353","4.25675068345449"
"354","4.23948184267014"
"355","4.46686731715246"
"356","4.41366280467978"
"357","4.3688855683432"
"358","4.24253006674388"
"359","4.34962340403332"
"360","4.36741517421266"
"361","4.25189201631964"
"362","4.42317803595411"
"363","4.31819467724289"
"364","4.43330546334215"
"365","4.36079616183961"
"366","4.37186780681458"
"367","4.58645989677226"
"368","4.58266157480739"
"369","4.45372294188436"
"370","4.34631819099329"
"371","4.3965820859997"
"372","4.40265198246751"
"373","4.32184148562419"
"374","4.56043137006712"
"375","4.4267937794417"
"376","4.32855837971685"
"377","4.43602902671759"
"378","4.45574798075977"
"379","4.40753852130819"
"380","4.36710523342045"
"381","4.32468219197999"
"382","4.41468368587915"
"383","4.46918654269477"
"384","4.39271750888942"
"385","4.46508286099816"
"386","4.33915223598082"
"387","4.37774780162213"
"388","4.33598766598487"
"389","4.25294904923775"
"390","4.36386834809763"
"391","4.48616136764433"
"392","4.45982205840498"
"393","4.47376595964954"
"394","4.39641494876548"
"395","4.35705788313195"
"396","4.41841208198181"
"397","4.33165902784506"
"398","4.3107295746252"
"399","4.48598232550193"
"400","4.40770808373273"
"401","4.58083270504503"
"402","4.44836878193035"
"403","4.39793441322492"
"404","4.40893534899389"
"405","4.47682958620862"
"406","4.4723157966136"
"407","4.45116125620894"
"408","4.42534919056719"
"409","4.41628314678452"
"410","4.34330934897254"
"411","4.52565085464705"
"412","4.38955682417721"
"413","4.47253045828355"
"414","4.46727662883438"
"415","4.50072411365398"
"416","4.45476363058347"
"417","4.47299743208108"
"418","4.42398318027412"
"419","4.45743897072972"
"420","4.44038098964902"
"421","4.4066772707493"
"422","4.42801888361936"
"423","4.31472922371158"
"424","4.3928457459058"
"425","4.36073350159194"
"426","4.30540044234935"
"427","4.31460583298773"
"428","4.31164587080504"
"429","4.35734022893518"
"430","4.43277265720218"
"431","4.35750466893258"
"432","4.38132947978069"
"433","4.36737531104778"
"434","4.29004111259289"
"435","4.43980941026257"
"436","4.36539466024995"
"437","4.32478799078814"
"438","4.25209695783035"
"439","4.19347778615586"
"440","4.19028591800302"
"441","4.48246948256803"
"442","4.30957236734046"
"443","4.38360889462005"
"444","4.36826238082507"
"445","4.35839342699332"
"446","4.37254660583417"
"447","4.33261481262469"
"448","4.31078781001883"
"449","4.15367414238207"
"450","4.31844244724223"
"451","4.2139359913001"
"452","4.28240620412855"
"453","4.18797190689876"
"454","4.20715560651873"
"455","4.31311961142728"
"456","4.27497734080482"
"457","4.39035281653207"
"458","4.38008188510084"
"459","4.37548366288188"
"460","4.26695547806739"
"461","4.3106023896856"
"462","4.29609605827376"
"463","4.31326542756378"
"464","4.39257491357382"
"465","4.36010133688338"
"466","4.20617557101237"
"467","4.26790514776837"
"468","4.1622354151861"
"469","4.17038007354603"
"470","4.22841453168225"
"471","4.32183224089232"
"472","4.23577815198022"
"473","4.35297031363274"
"474","4.31180270895243"
"475","4.48892082094543"
"476","4.430868614045"
"477","4.44540074203972"
"478","4.42006933908769"
"479","4.36069957263804"
"480","4.42647906593824"
"481","4.41154718844943"
"482","4.39194729506415"
"483","4.34517853805158"
"484","4.42452516894407"
"485","4.36829224659239"
"486","4.235989338669"
"487","4.30050402411939"
"488","4.34966065851814"
"489","4.32783875745877"
"490","4.42780341021955"
"491","4.43851248560191"
"492","4.38980549474765"
"493","4.35260575663012"
"494","4.4108153538954"
"495","4.47202819624142"
"496","4.4257166051656"
"497","4.48806293363646"
"498","4.44986023004945"
"499","4.44331957680102"
"500","4.39665676343967"
"501","4.39771064593742"
"502","4.45025744550748"
"503","4.40670620590707"
"504","4.39092461248337"
"505","4.41153618870001"
"506","4.28501717533511"
"507","4.29941735210476"
"508","4.29500685554256"
"509","4.23324235316256"
"510","4.32993041078882"
"511","4.28092337103646"
"512","4.20467040987104"
"513","4.33377655895348"
"514","4.27755274528147"
"515","4.30224227295778"
"516","4.33144838552203"
"517","4.32652417820212"
"518","4.35918711338826"
"519","4.37922107767821"
"520","4.36889425855845"
"521","4.36867236260877"
"522","4.33252467574544"
"523","4.38536070985323"
"524","4.37277783456854"
"525","4.36463143714646"
"526","4.31177379114798"
"527","4.37510457048583"
"528","4.32547632152388"
"529","4.25093851167748"
"530","4.24898100835134"
"531","4.34308985988684"
"532","4.27855799363203"
"533","4.28078754879291"
"534","4.29098809856507"
"535","4.35050224640685"
"536","4.31546788299556"
"537","4.33512128816152"
"538","4.35054489347673"
"539","4.37753396526406"
"540","4.32464686942507"
"541","4.28104070734671"
"542","4.29625679836122"
"543","4.30661004436613"
"544","4.28769585610591"
"545","4.2894583263569"
"546","4.29294909876207"
"547","4.28800100127011"
"548","4.29159845832918"
"549","4.25198939838673"
"550","4.27809281777833"
"551","4.26004974695231"
"552","4.26419904968003"
"553","4.30672148772493"
"554","4.32475922357562"
"555","4.30064894500156"
"556","4.2996591999015"
"557","4.32347286355211"
"558","4.28912318917864"
"559","4.30031233236235"
"560","4.29111844215167"
"561","4.27563170324659"
"562","4.29286341461017"
"563","4.26969091846903"
"564","4.28426358919732"
"565","4.27827024195887"
"566","4.29012894006699"
"567","4.28951733110133"
"568","4.2796695200374"
"569","4.26495309285982"
"570","4.26230111177005"
"571","4.2513770337537"
"572","4.26188796898848"
"573","4.24365236724626"
"574","4.2362264633868"
"575","4.26320500043084"
